asset,frequency,model_family,regime,purpose,block,target,n,n_full,n_reduced,same_support,sample_start,sample_end,calendar,calendar_assumption,close_time_assumption,feature_list,dropped_features,row_index_hash,full_r2,reduced_r2,drop_block_delta_r2,method_note
ETH,weekly,long_sample_contemporaneous_exposure,pre_btc_etf,co_movement_integration,macro_rates_fx_vol,eth_ret,209,209,209,True,2020-01-10,2024-01-05,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,601045f9ecee1d03,0.2251869627512345,0.1948102304966978,0.0303767322545366,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,weekly,long_sample_contemporaneous_exposure,btc_etf_era,co_movement_integration,equity_beta,eth_ret,118,118,118,True,2024-01-12,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,qqq_ret|spy_ret|iwm_ret,afc51b431e243d4f,0.2761064521538199,0.1618431271494311,0.1142633250043887,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,weekly,long_sample_contemporaneous_exposure,btc_etf_era,co_movement_integration,macro_rates_fx_vol,eth_ret,118,118,118,True,2024-01-12,2026-04-10,tradfi_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,afc51b431e243d4f,0.2761064521538199,0.2135647777301654,0.0625416744236544,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,daily,long_sample_lagged_state_association,full_common_sample,lagged_state_association,liquidity_state,eth_ret,2263,2263,2263,True,2020-01-31,2026-04-11,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1,1167a8613df8d6f0,0.0055144954714417,0.0032810036554169,0.0022334918160248,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,daily,long_sample_lagged_state_association,full_common_sample,lagged_state_association,sentiment_state,eth_ret,2263,2263,2263,True,2020-01-31,2026-04-11,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,fear_greed_altme_lag1|fear_greed_change_lag1,1167a8613df8d6f0,0.0055144954714417,0.0031259386922863,0.0023885567791553,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,daily,long_sample_lagged_state_association,full_common_sample,lagged_state_association,lagged_leverage_state,eth_ret,2263,2263,2263,True,2020-01-31,2026-04-11,crypto_calendar_daily,BTC/ETH returns are seven-day crypto close-to-close returns.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,1167a8613df8d6f0,0.0055144954714417,0.0049557540072111,0.0005587414642306,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,weekly,long_sample_lagged_state_association,full_common_sample,lagged_state_association,liquidity_state,eth_ret,323,323,323,True,2020-02-09,2026-04-12,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1,1b8b9a4479266c37,0.0389382556193673,0.0345414189866482,0.0043968366327191,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,weekly,long_sample_lagged_state_association,full_common_sample,lagged_state_association,sentiment_state,eth_ret,323,323,323,True,2020-02-09,2026-04-12,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,fear_greed_altme_lag1|fear_greed_change_lag1,1b8b9a4479266c37,0.0389382556193673,0.0220482301568354,0.0168900254625319,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,weekly,long_sample_lagged_state_association,full_common_sample,lagged_state_association,lagged_leverage_state,eth_ret,323,323,323,True,2020-02-09,2026-04-12,crypto_week_sunday,Crypto-native weekly state panel uses Sunday-ended crypto weeks; returns sum daily log returns and state variables use week-end or prior week-end values by semantic type.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,1b8b9a4479266c37,0.0389382556193673,0.032632575301183,0.0063056803181843,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,daily,etf_era_augmented,eth_etf_era,etf_era_market_plumbing,equity_beta,eth_ret,333,333,333,True,2024-07-24,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1|eth_etf_flow_intensity_lag0|eth_etf_flow_intensity_lag1|stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,qqq_ret|spy_ret|iwm_ret,9ededd103d2ffffa,0.3854971825149075,0.2789827465570434,0.106514435957864,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,daily,etf_era_augmented,eth_etf_era,etf_era_market_plumbing,macro_rates_fx_vol,eth_ret,333,333,333,True,2024-07-24,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1|eth_etf_flow_intensity_lag0|eth_etf_flow_intensity_lag1|stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,9ededd103d2ffffa,0.3854971825149075,0.378517760609268,0.0069794219056394,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,daily,etf_era_augmented,eth_etf_era,etf_era_market_plumbing,etf_flow_lag0,eth_ret,333,333,333,True,2024-07-24,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1|eth_etf_flow_intensity_lag0|eth_etf_flow_intensity_lag1|stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,eth_etf_flow_intensity_lag0,9ededd103d2ffffa,0.3854971825149075,0.3517642152439324,0.033732967270975,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,daily,etf_era_augmented,eth_etf_era,etf_era_market_plumbing,etf_flow_lag1,eth_ret,333,333,333,True,2024-07-24,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1|eth_etf_flow_intensity_lag0|eth_etf_flow_intensity_lag1|stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,eth_etf_flow_intensity_lag1,9ededd103d2ffffa,0.3854971825149075,0.3837510110439756,0.0017461714709319,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,daily,etf_era_augmented,eth_etf_era,etf_era_market_plumbing,lagged_state,eth_ret,333,333,333,True,2024-07-24,2026-04-10,etf_trading_daily,ETF-era daily panel uses dates with ETF flow observations; BTC/ETH returns run from the prior ETF trading date to the current ETF trading date.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1|eth_etf_flow_intensity_lag0|eth_etf_flow_intensity_lag1|stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,9ededd103d2ffffa,0.3854971825149075,0.3560964472705951,0.0294007352443124,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,weekly,etf_era_augmented,eth_etf_era,etf_era_market_plumbing,equity_beta,eth_ret,90,90,90,True,2024-07-26,2026-04-10,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1|eth_etf_flow_intensity_lag0|stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,qqq_ret|spy_ret|iwm_ret,edb246d4a9fc8c6a,0.475740706099656,0.3700548558992242,0.1056858502004317,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,weekly,etf_era_augmented,eth_etf_era,etf_era_market_plumbing,macro_rates_fx_vol,eth_ret,90,90,90,True,2024-07-26,2026-04-10,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1|eth_etf_flow_intensity_lag0|stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1,edb246d4a9fc8c6a,0.475740706099656,0.4253959877908463,0.0503447183088097,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,weekly,etf_era_augmented,eth_etf_era,etf_era_market_plumbing,etf_flow_lag0,eth_ret,90,90,90,True,2024-07-26,2026-04-10,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1|eth_etf_flow_intensity_lag0|stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,eth_etf_flow_intensity_lag0,edb246d4a9fc8c6a,0.475740706099656,0.4047541276274049,0.0709865784722511,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
ETH,weekly,etf_era_augmented,eth_etf_era,etf_era_market_plumbing,lagged_state,eth_ret,90,90,90,True,2024-07-26,2026-04-10,etf_friday_weekly,Weekly TradFi models use Friday-to-Friday BTC/ETH and TradFi moves. ETF-era weekly rows are Friday-ended trading-week summaries.,Local curated close timestamps are treated as provider daily closes; cross-market close-time mismatches are not intraday-adjusted.,qqq_ret|spy_ret|iwm_ret|dxy_ret|gold_ret|vix_d1|real_yield_d1|nominal_10y_d1|eth_etf_flow_intensity_lag0|stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,stablecoin_supply_growth_lag1|valuation_sensitive_defi_tvl_growth_lag1|fear_greed_altme_lag1|fear_greed_change_lag1|eth_oi_to_mcap_growth_lag1|eth_funding_z_lag1,edb246d4a9fc8c6a,0.475740706099656,0.4473320325322295,0.0284086735674264,R2_full - R2_reduced on one complete-case estimation frame; not conventional partial R-squared
